timestamp,src_ip,qname,qtype
1760873776.9439585,10.0.0.20,ntp.ubuntu.com,28
1760873776.9446812,10.0.0.20,ntp.ubuntu.com,1
1760873776.9456239,10.0.0.20,ntp.ubuntu.com,28
1760873776.9508119,10.0.0.20,ntp.ubuntu.com,1
1760873776.9517698,10.0.0.20,ntp.ubuntu.com,28
1760873776.9526107,10.0.0.20,ntp.ubuntu.com,1
1760873776.9532914,10.0.0.20,ntp.ubuntu.com,28
1760873776.957125,10.0.0.20,ntp.ubuntu.com,1
1760873776.9577813,10.0.0.20,ntp.ubuntu.com,1
1760873776.9585326,10.0.0.20,ntp.ubuntu.com,28
1760873776.9594238,10.0.0.20,ntp.ubuntu.com,28
1760873776.9670954,10.0.0.20,ntp.ubuntu.com,1
1760873776.9706697,10.0.0.20,ntp.ubuntu.com,28
1760873776.9716506,10.0.0.20,ntp.ubuntu.com,1
1760873776.9723985,10.0.0.20,ntp.ubuntu.com,28
1760873776.9785361,10.0.0.20,ntp.ubuntu.com,1
1760873776.9793131,10.0.0.20,ntp.ubuntu.com,28
1760873776.980455,10.0.0.20,ntp.ubuntu.com,1
1760873776.981258,10.0.0.20,ntp.ubuntu.com,28
1760873776.986266,10.0.0.20,ntp.ubuntu.com,1
1760873776.988083,10.0.0.20,ntp.ubuntu.com,28
1760873776.9891274,10.0.0.20,ntp.ubuntu.com,1
1760873776.9901583,10.0.0.20,ntp.ubuntu.com,28
1760873776.9950094,10.0.0.20,ntp.ubuntu.com,1
1760873776.9961426,10.0.0.20,ntp.ubuntu.com,28
1760873776.9969723,10.0.0.20,ntp.ubuntu.com,1
1760873776.9982748,10.0.0.20,ntp.ubuntu.com,28
1760873777.0028844,10.0.0.20,ntp.ubuntu.com,1
1760873777.0042698,10.0.0.20,ntp.ubuntu.com,1
1760873777.0052319,10.0.0.20,ntp.ubuntu.com,28
1760873777.006132,10.0.0.20,ntp.ubuntu.com,28
1760873777.0099778,10.0.0.20,ntp.ubuntu.com,1
1760873777.0106726,10.0.0.20,ntp.ubuntu.com,28
1760873777.0118022,10.0.0.20,ntp.ubuntu.com,1
1760873777.0125408,10.0.0.20,ntp.ubuntu.com,28
1760873777.0162027,10.0.0.20,ntp.ubuntu.com,1
1760873777.0172522,10.0.0.20,ntp.ubuntu.com,28
1760873777.017967,10.0.0.20,ntp.ubuntu.com,1
1760873777.0186617,10.0.0.20,ntp.ubuntu.com,28
1760873777.0222583,10.0.0.20,ntp.ubuntu.com,1
1760873777.022974,10.0.0.20,ntp.ubuntu.com,28
1760873777.0238798,10.0.0.20,ntp.ubuntu.com,1
1760873777.0245998,10.0.0.20,ntp.ubuntu.com,28
1760873777.0285006,10.0.0.20,ntp.ubuntu.com,1
1760873777.0295408,10.0.0.20,ntp.ubuntu.com,28
1760873777.030318,10.0.0.20,ntp.ubuntu.com,1
1760873777.0310235,10.0.0.20,ntp.ubuntu.com,28
1760873777.0344281,10.0.0.20,ntp.ubuntu.com,1
1760873777.035163,10.0.0.20,ntp.ubuntu.com,28
1760873777.0360448,10.0.0.20,ntp.ubuntu.com,1
1760873777.0367217,10.0.0.20,ntp.ubuntu.com,28
1760873777.0406253,10.0.0.20,ntp.ubuntu.com,1
1760873777.041368,10.0.0.20,ntp.ubuntu.com,1
1760873777.0424283,10.0.0.20,ntp.ubuntu.com,28
1760873777.04317,10.0.0.20,ntp.ubuntu.com,28
1760873777.046797,10.0.0.20,ntp.ubuntu.com,1
1760873777.047661,10.0.0.20,ntp.ubuntu.com,28
1760873777.0483944,10.0.0.20,ntp.ubuntu.com,1
1760873777.049144,10.0.0.20,ntp.ubuntu.com,28
1760873777.052909,10.0.0.20,ntp.ubuntu.com,1
1760873777.053631,10.0.0.20,ntp.ubuntu.com,28
1760873777.0546906,10.0.0.20,ntp.ubuntu.com,1
1760873777.0555978,10.0.0.20,ntp.ubuntu.com,28
1760873777.0586247,10.0.0.20,ntp.ubuntu.com,1
1760873777.0592308,10.0.0.20,ntp.ubuntu.com,28
1760873777.0641172,10.0.0.20,ntp.ubuntu.com,1
1760873777.064966,10.0.0.20,ntp.ubuntu.com,1
1760873777.0664196,10.0.0.20,ntp.ubuntu.com,1
1760873777.0672276,10.0.0.20,ntp.ubuntu.com,1
1760873777.0688925,10.0.0.20,ntp.ubuntu.com,1
1760873777.0700238,10.0.0.20,ntp.ubuntu.com,28
1760873777.0707307,10.0.0.20,ntp.ubuntu.com,1
1760873777.0715573,10.0.0.20,ntp.ubuntu.com,28
1760873777.076233,10.0.0.20,ntp.ubuntu.com,1
1760873777.0769737,10.0.0.20,ntp.ubuntu.com,1
1760873777.0776858,10.0.0.20,ntp.ubuntu.com,28
1760873777.0784066,10.0.0.20,ntp.ubuntu.com,28
1760873777.079981,10.0.0.20,ntp.ubuntu.com,1
1760873777.0815797,10.0.0.20,ntp.ubuntu.com,1
1760873777.082386,10.0.0.20,ntp.ubuntu.com,1
1760873777.0843813,10.0.0.20,ntp.ubuntu.com,1
1760873777.0850894,10.0.0.20,ntp.ubuntu.com,1
1760873777.0864835,10.0.0.20,ntp.ubuntu.com,1
1760873777.0881217,10.0.0.20,ntp.ubuntu.com,1
1760873777.0902145,10.0.0.20,ntp.ubuntu.com,1
1760873777.0909102,10.0.0.20,ntp.ubuntu.com,28
1760873777.0917094,10.0.0.20,ntp.ubuntu.com,1
1760873777.0925012,10.0.0.20,ntp.ubuntu.com,1
1760873777.0932317,10.0.0.20,ntp.ubuntu.com,1
1760873777.09584,10.0.0.20,ntp.ubuntu.com,28
1760873777.0965474,10.0.0.20,ntp.ubuntu.com,28
1760873777.09858,10.0.0.20,ntp.ubuntu.com,1
1760873777.0995157,10.0.0.20,ntp.ubuntu.com,1
1760873777.1002457,10.0.0.20,ntp.ubuntu.com,28
1760873777.1009612,10.0.0.20,ntp.ubuntu.com,28
1760873777.1046612,10.0.0.20,ntp.ubuntu.com,1
1760873777.1054306,10.0.0.20,ntp.ubuntu.com,28
1760873777.1061904,10.0.0.20,ntp.ubuntu.com,1
1760873777.1070204,10.0.0.20,ntp.ubuntu.com,28
1760873777.1113968,10.0.0.20,ntp.ubuntu.com,1
1760873777.112291,10.0.0.20,ntp.ubuntu.com,28
1760873779.7132301,10.0.0.20,www.google.com,1
1760873779.7153301,10.0.0.10,www.google.com,1
1760873779.716518,10.0.0.20,www.google.com,1
1760873784.4293451,10.0.0.20,www.cat.com,1
1760873784.4309635,10.0.0.10,www.cat.com,1
1760873784.431858,10.0.0.20,www.cat.com,1
1760873786.7703426,10.0.0.20,www.google.com,1
1760873786.7720144,10.0.0.20,www.google.com,1
1760873786.9263139,10.0.0.20,www.google.com,1
1760873786.9271562,10.0.0.20,www.google.com,1
1760873788.5888276,10.0.0.20,www.mozilla.org,1
1760873788.5917308,10.0.0.20,www.mozilla.org,1
1760873788.594757,10.0.0.20,www.mozilla.org,1
1760873788.5963914,10.0.0.20,www.mozilla.org,1
1760873788.599061,10.0.0.20,www.mozilla.org,1
1760873788.5998836,10.0.0.20,www.mozilla.org,1
1760873788.6012652,10.0.0.20,www.mozilla.org,1
1760873788.6019857,10.0.0.20,www.mozilla.org,1
1760873788.6038814,10.0.0.20,www.mozilla.org,1
1760873788.604623,10.0.0.20,www.mozilla.org,1
1760873788.6061363,10.0.0.20,www.mozilla.org,1
1760873788.606875,10.0.0.20,www.mozilla.org,1
1760873788.608491,10.0.0.20,www.mozilla.org,1
1760873788.6091776,10.0.0.20,www.mozilla.org,1
1760873788.6107578,10.0.0.20,www.mozilla.org,1
1760873788.6116548,10.0.0.20,www.mozilla.org,1
1760873788.8541272,10.0.0.20,www.mozilla.org,1
1760873788.8558474,10.0.0.20,www.mozilla.org,1
1760873788.8590548,10.0.0.20,www.mozilla.org,1
1760873788.8613927,10.0.0.20,www.mozilla.org,1
1760873788.863768,10.0.0.20,www.mozilla.org,1
1760873788.8644824,10.0.0.20,www.mozilla.org,1
1760873788.8659892,10.0.0.20,www.mozilla.org,1
1760873788.866707,10.0.0.20,www.mozilla.org,1
1760873788.8682358,10.0.0.20,www.mozilla.org,1
1760873788.8689554,10.0.0.20,www.mozilla.org,1
1760873788.8704019,10.0.0.20,www.mozilla.org,1
1760873788.8712835,10.0.0.20,www.mozilla.org,1
1760873788.8730302,10.0.0.20,www.mozilla.org,1
1760873788.8737547,10.0.0.20,www.mozilla.org,1
1760873788.87575,10.0.0.20,www.mozilla.org,1
1760873788.8764608,10.0.0.20,www.mozilla.org,1
1760873789.08011,10.0.0.20,www.mozilla.org,1
1760873789.0812783,10.0.0.20,www.mozilla.org,1
1760873789.0829673,10.0.0.20,www.mozilla.org,1
1760873789.0838451,10.0.0.20,www.mozilla.org,1
1760873789.0851605,10.0.0.20,www.mozilla.org,1
1760873789.085974,10.0.0.20,www.mozilla.org,1
1760873789.087313,10.0.0.20,www.mozilla.org,1
1760873789.0881538,10.0.0.20,www.mozilla.org,1
1760873789.0902612,10.0.0.20,www.mozilla.org,1
1760873789.091016,10.0.0.20,www.mozilla.org,1
1760873789.0924609,10.0.0.20,www.mozilla.org,1
1760873789.093037,10.0.0.20,www.mozilla.org,1
1760873789.0941968,10.0.0.20,www.mozilla.org,1
1760873789.0947971,10.0.0.20,www.mozilla.org,1
1760873789.096537,10.0.0.20,www.mozilla.org,1
1760873789.0972793,10.0.0.20,www.mozilla.org,1
1760873789.978864,10.0.0.20,www.mozilla.org,1
1760873789.9804652,10.0.0.10,www.mozilla.org,1
1760873789.9814591,10.0.0.20,www.mozilla.org,1
1760873789.9863558,10.0.0.20,www.mozilla.org,1
1760873789.9875066,10.0.0.20,www.mozilla.org,1
1760873789.9898252,10.0.0.20,www.mozilla.org,1
1760873789.9905152,10.0.0.20,www.mozilla.org,1
1760873789.9963405,10.0.0.20,www.mozilla.org,1
1760873789.9975238,10.0.0.20,www.mozilla.org,1
1760873790.0006769,10.0.0.20,www.mozilla.org,1
1760873790.0013318,10.0.0.20,www.mozilla.org,1
1760873790.003479,10.0.0.20,www.mozilla.org,1
1760873790.004238,10.0.0.20,www.mozilla.org,1
1760873790.0068471,10.0.0.20,www.mozilla.org,1
1760873790.0079567,10.0.0.20,www.mozilla.org,1
1760873790.010866,10.0.0.20,www.mozilla.org,1
1760873790.0117629,10.0.0.20,www.mozilla.org,1
1760873792.4291234,10.0.0.20,www.test.no,1
1760873792.4298973,10.0.0.20,www.test.no,1
1760873792.5987062,10.0.0.20,incoming.telemetry.mozilla.org,1
1760873792.6002839,10.0.0.20,incoming.telemetry.mozilla.org,1
1760873792.6026921,10.0.0.20,incoming.telemetry.mozilla.org,1
1760873792.6035306,10.0.0.20,incoming.telemetry.mozilla.org,1
1760873792.6055639,10.0.0.20,incoming.telemetry.mozilla.org,1
1760873792.6062322,10.0.0.20,incoming.telemetry.mozilla.org,1
1760873792.6087494,10.0.0.20,incoming.telemetry.mozilla.org,1
1760873792.6096675,10.0.0.20,incoming.telemetry.mozilla.org,1
1760873792.611825,10.0.0.20,incoming.telemetry.mozilla.org,1
1760873792.6133265,10.0.0.20,incoming.telemetry.mozilla.org,1
1760873792.615532,10.0.0.20,incoming.telemetry.mozilla.org,1
1760873792.6162648,10.0.0.20,incoming.telemetry.mozilla.org,1
1760873792.618342,10.0.0.20,incoming.telemetry.mozilla.org,1
1760873792.6190321,10.0.0.20,incoming.telemetry.mozilla.org,1
1760873792.6215992,10.0.0.20,incoming.telemetry.mozilla.org,1
1760873792.6223125,10.0.0.20,incoming.telemetry.mozilla.org,1
1760873792.6294591,10.0.0.20,incoming.telemetry.mozilla.org,1
1760873792.630915,10.0.0.20,incoming.telemetry.mozilla.org,1
1760873792.6335318,10.0.0.20,incoming.telemetry.mozilla.org,1
1760873792.6342208,10.0.0.20,incoming.telemetry.mozilla.org,1
1760873792.6366653,10.0.0.20,incoming.telemetry.mozilla.org,1
1760873792.6374347,10.0.0.20,incoming.telemetry.mozilla.org,1
1760873792.6398792,10.0.0.20,incoming.telemetry.mozilla.org,1
1760873792.640934,10.0.0.20,incoming.telemetry.mozilla.org,1
1760873792.6448479,10.0.0.20,incoming.telemetry.mozilla.org,1
1760873792.6454866,10.0.0.20,incoming.telemetry.mozilla.org,1
1760873792.6478658,10.0.0.20,incoming.telemetry.mozilla.org,1
1760873792.648663,10.0.0.20,incoming.telemetry.mozilla.org,1
1760873792.6528215,10.0.0.20,incoming.telemetry.mozilla.org,1
1760873792.653699,10.0.0.20,incoming.telemetry.mozilla.org,1
1760873792.6597762,10.0.0.20,incoming.telemetry.mozilla.org,1
1760873792.6606028,10.0.0.20,incoming.telemetry.mozilla.org,1
1760873792.7474592,10.0.0.20,incoming.telemetry.mozilla.org,1
1760873792.7482672,10.0.0.20,incoming.telemetry.mozilla.org,1
1760873792.7530086,10.0.0.20,incoming.telemetry.mozilla.org,1
1760873792.7537367,10.0.0.20,incoming.telemetry.mozilla.org,1
1760873792.7585022,10.0.0.20,incoming.telemetry.mozilla.org,1
1760873792.7614222,10.0.0.20,incoming.telemetry.mozilla.org,1
1760873792.7632728,10.0.0.20,incoming.telemetry.mozilla.org,1
1760873792.7648818,10.0.0.20,incoming.telemetry.mozilla.org,1
1760873792.767662,10.0.0.20,incoming.telemetry.mozilla.org,1
1760873792.7691941,10.0.0.20,incoming.telemetry.mozilla.org,1
1760873792.7733314,10.0.0.20,incoming.telemetry.mozilla.org,1
1760873792.7740417,10.0.0.20,incoming.telemetry.mozilla.org,1
1760873792.7763786,10.0.0.20,incoming.telemetry.mozilla.org,1
1760873792.7770078,10.0.0.20,incoming.telemetry.mozilla.org,1
1760873792.779206,10.0.0.20,incoming.telemetry.mozilla.org,1
1760873792.7804623,10.0.0.20,incoming.telemetry.mozilla.org,1
1760873792.7825756,10.0.0.20,incoming.telemetry.mozilla.org,1
1760873792.7833326,10.0.0.20,incoming.telemetry.mozilla.org,1
1760873792.7892585,10.0.0.20,incoming.telemetry.mozilla.org,1
1760873792.790046,10.0.0.20,incoming.telemetry.mozilla.org,1
1760873792.7927117,10.0.0.20,incoming.telemetry.mozilla.org,1
1760873792.7935028,10.0.0.20,incoming.telemetry.mozilla.org,1
1760873792.7957437,10.0.0.20,incoming.telemetry.mozilla.org,1
1760873792.7963572,10.0.0.20,incoming.telemetry.mozilla.org,1
1760873792.8213856,10.0.0.20,incoming.telemetry.mozilla.org,1
1760873792.8221416,10.0.0.20,incoming.telemetry.mozilla.org,1
1760873792.8244872,10.0.0.20,incoming.telemetry.mozilla.org,1
1760873792.825228,10.0.0.20,incoming.telemetry.mozilla.org,1
1760873792.8271844,10.0.0.20,incoming.telemetry.mozilla.org,1
1760873792.8281271,10.0.0.20,incoming.telemetry.mozilla.org,1
1760873792.8302062,10.0.0.20,incoming.telemetry.mozilla.org,1
1760873792.8309126,10.0.0.20,incoming.telemetry.mozilla.org,1
1760873792.833525,10.0.0.20,incoming.telemetry.mozilla.org,1
1760873792.8340938,10.0.0.20,incoming.telemetry.mozilla.org,1
1760873792.836247,10.0.0.20,incoming.telemetry.mozilla.org,1
1760873792.8368952,10.0.0.20,incoming.telemetry.mozilla.org,1
1760873792.838924,10.0.0.20,incoming.telemetry.mozilla.org,1
1760873792.8398473,10.0.0.20,incoming.telemetry.mozilla.org,1
1760873792.8421803,10.0.0.20,incoming.telemetry.mozilla.org,1
1760873792.842914,10.0.0.20,incoming.telemetry.mozilla.org,1
1760873807.1324894,10.0.0.20,ntp.ubuntu.com,1
1760873807.133143,10.0.0.20,ntp.ubuntu.com,1
1760873807.1337597,10.0.0.20,ntp.ubuntu.com,28
1760873807.1359007,10.0.0.20,ntp.ubuntu.com,28
1760873807.1389668,10.0.0.20,ntp.ubuntu.com,1
1760873807.1403086,10.0.0.20,ntp.ubuntu.com,1
1760873807.1413598,10.0.0.20,ntp.ubuntu.com,28
1760873807.1420672,10.0.0.20,ntp.ubuntu.com,28
1760873807.145283,10.0.0.20,ntp.ubuntu.com,1
1760873807.1458914,10.0.0.20,ntp.ubuntu.com,28
1760873807.1465278,10.0.0.20,ntp.ubuntu.com,1
1760873807.1471705,10.0.0.20,ntp.ubuntu.com,28
1760873807.1506634,10.0.0.20,ntp.ubuntu.com,1
1760873807.1512713,10.0.0.20,ntp.ubuntu.com,1
1760873807.1520314,10.0.0.20,ntp.ubuntu.com,28
1760873807.1531491,10.0.0.20,ntp.ubuntu.com,28
1760873807.155933,10.0.0.20,ntp.ubuntu.com,1
1760873807.156493,10.0.0.20,ntp.ubuntu.com,1
1760873807.157036,10.0.0.20,ntp.ubuntu.com,28
1760873807.158135,10.0.0.20,ntp.ubuntu.com,28
1760873807.160432,10.0.0.20,ntp.ubuntu.com,1
1760873807.1610456,10.0.0.20,ntp.ubuntu.com,1
1760873807.1616251,10.0.0.20,ntp.ubuntu.com,28
1760873807.1625898,10.0.0.20,ntp.ubuntu.com,28
1760873807.1655655,10.0.0.20,ntp.ubuntu.com,1
1760873807.1663306,10.0.0.20,ntp.ubuntu.com,1
1760873807.1672533,10.0.0.20,ntp.ubuntu.com,28
1760873807.1681936,10.0.0.20,ntp.ubuntu.com,28
1760873807.171536,10.0.0.20,ntp.ubuntu.com,1
1760873807.1721528,10.0.0.20,ntp.ubuntu.com,1
1760873807.1728098,10.0.0.20,ntp.ubuntu.com,28
1760873807.1739097,10.0.0.20,ntp.ubuntu.com,28
1760873807.1770751,10.0.0.20,ntp.ubuntu.com,1
1760873807.179199,10.0.0.20,ntp.ubuntu.com,1
1760873807.1814027,10.0.0.20,ntp.ubuntu.com,28
1760873807.1821053,10.0.0.20,ntp.ubuntu.com,28
1760873807.1867924,10.0.0.20,ntp.ubuntu.com,1
1760873807.1876585,10.0.0.20,ntp.ubuntu.com,1
1760873807.1883776,10.0.0.20,ntp.ubuntu.com,28
1760873807.1894636,10.0.0.20,ntp.ubuntu.com,28
1760873807.1932685,10.0.0.20,ntp.ubuntu.com,1
1760873807.193983,10.0.0.20,ntp.ubuntu.com,1
1760873807.194689,10.0.0.20,ntp.ubuntu.com,28
1760873807.195785,10.0.0.20,ntp.ubuntu.com,28
1760873807.1993585,10.0.0.20,ntp.ubuntu.com,1
1760873807.2001743,10.0.0.20,ntp.ubuntu.com,1
1760873807.2009108,10.0.0.20,ntp.ubuntu.com,28
1760873807.20157,10.0.0.20,ntp.ubuntu.com,28
1760873807.2053444,10.0.0.20,ntp.ubuntu.com,1
1760873807.2060676,10.0.0.20,ntp.ubuntu.com,1
1760873807.2067285,10.0.0.20,ntp.ubuntu.com,28
1760873807.2075894,10.0.0.20,ntp.ubuntu.com,28
1760873807.2229118,10.0.0.20,ntp.ubuntu.com,1
1760873807.2237794,10.0.0.20,ntp.ubuntu.com,28
1760873807.2245789,10.0.0.20,ntp.ubuntu.com,1
1760873807.2253222,10.0.0.20,ntp.ubuntu.com,28
1760873807.239892,10.0.0.20,ntp.ubuntu.com,1
1760873807.240778,10.0.0.20,ntp.ubuntu.com,1
1760873807.2415373,10.0.0.20,ntp.ubuntu.com,28
1760873807.2422504,10.0.0.20,ntp.ubuntu.com,28
1760873807.2460742,10.0.0.20,ntp.ubuntu.com,1
1760873807.2467885,10.0.0.20,ntp.ubuntu.com,1
1760873807.2476614,10.0.0.20,ntp.ubuntu.com,28
1760873807.248391,10.0.0.20,ntp.ubuntu.com,28
1760873807.2526374,10.0.0.20,ntp.ubuntu.com,1
1760873807.2533336,10.0.0.20,ntp.ubuntu.com,1
1760873807.254065,10.0.0.20,ntp.ubuntu.com,28
1760873807.2547462,10.0.0.20,ntp.ubuntu.com,28
1760873807.258499,10.0.0.20,ntp.ubuntu.com,1
1760873807.2592142,10.0.0.20,ntp.ubuntu.com,28
1760873807.260254,10.0.0.20,ntp.ubuntu.com,1
1760873807.2611225,10.0.0.20,ntp.ubuntu.com,28
1760873807.2653995,10.0.0.20,ntp.ubuntu.com,1
1760873807.266148,10.0.0.20,ntp.ubuntu.com,28
1760873807.2672198,10.0.0.20,ntp.ubuntu.com,1
1760873807.2683384,10.0.0.20,ntp.ubuntu.com,28
1760873807.2731607,10.0.0.20,ntp.ubuntu.com,1
1760873807.2738972,10.0.0.20,ntp.ubuntu.com,28
1760873807.2746081,10.0.0.20,ntp.ubuntu.com,1
1760873807.2753282,10.0.0.20,ntp.ubuntu.com,28
1760873807.2793396,10.0.0.20,ntp.ubuntu.com,1
1760873807.2802224,10.0.0.20,ntp.ubuntu.com,1
1760873807.280901,10.0.0.20,ntp.ubuntu.com,28
1760873807.2816384,10.0.0.20,ntp.ubuntu.com,28
1760873807.2857635,10.0.0.20,ntp.ubuntu.com,1
1760873807.286471,10.0.0.20,ntp.ubuntu.com,1
1760873807.287246,10.0.0.20,ntp.ubuntu.com,28
1760873807.2881382,10.0.0.20,ntp.ubuntu.com,28
1760873807.295021,10.0.0.20,ntp.ubuntu.com,1
1760873807.2960029,10.0.0.20,ntp.ubuntu.com,28
1760873807.2966409,10.0.0.20,ntp.ubuntu.com,1
1760873807.2974513,10.0.0.20,ntp.ubuntu.com,28
1760873807.301395,10.0.0.20,ntp.ubuntu.com,1
1760873807.302139,10.0.0.20,ntp.ubuntu.com,1
1760873807.3028545,10.0.0.20,ntp.ubuntu.com,28
1760873807.3037617,10.0.0.20,ntp.ubuntu.com,28
1760873807.3078005,10.0.0.20,ntp.ubuntu.com,1
1760873807.3085287,10.0.0.20,ntp.ubuntu.com,1
1760873807.309265,10.0.0.20,ntp.ubuntu.com,28
1760873807.3099678,10.0.0.20,ntp.ubuntu.com,28
1760873807.3135068,10.0.0.20,ntp.ubuntu.com,1
1760873807.3142211,10.0.0.20,ntp.ubuntu.com,1
1760873807.315031,10.0.0.20,ntp.ubuntu.com,28
1760873807.315948,10.0.0.20,ntp.ubuntu.com,28
1760873807.320158,10.0.0.20,ntp.ubuntu.com,1
1760873807.3208601,10.0.0.20,ntp.ubuntu.com,1
1760873807.3215842,10.0.0.20,ntp.ubuntu.com,28
1760873807.3222766,10.0.0.20,ntp.ubuntu.com,28
1760873807.328613,10.0.0.20,ntp.ubuntu.com,1
1760873807.3293478,10.0.0.20,ntp.ubuntu.com,1
1760873807.3300993,10.0.0.20,ntp.ubuntu.com,28
1760873807.330848,10.0.0.20,ntp.ubuntu.com,28
1760873807.3349888,10.0.0.20,ntp.ubuntu.com,1
1760873807.3359802,10.0.0.20,ntp.ubuntu.com,28
1760873807.3367143,10.0.0.20,ntp.ubuntu.com,1
1760873807.3374276,10.0.0.20,ntp.ubuntu.com,28
1760873807.3409088,10.0.0.20,ntp.ubuntu.com,1
1760873807.3416102,10.0.0.20,ntp.ubuntu.com,1
1760873807.3423045,10.0.0.20,ntp.ubuntu.com,28
1760873807.3430128,10.0.0.20,ntp.ubuntu.com,28
1760873807.3463097,10.0.0.20,ntp.ubuntu.com,1
1760873807.346967,10.0.0.20,ntp.ubuntu.com,1
1760873807.3476777,10.0.0.20,ntp.ubuntu.com,1
1760873807.3485115,10.0.0.20,ntp.ubuntu.com,1
1760873807.3492086,10.0.0.20,ntp.ubuntu.com,28
1760873807.3498926,10.0.0.20,ntp.ubuntu.com,28
1760873807.3511438,10.0.0.20,ntp.ubuntu.com,1
1760873807.3522272,10.0.0.20,ntp.ubuntu.com,1
1760873837.414024,10.0.0.20,ntp.ubuntu.com,1
1760873837.41768,10.0.0.20,ntp.ubuntu.com,28
1760873837.420224,10.0.0.20,ntp.ubuntu.com,1
1760873837.4254005,10.0.0.20,ntp.ubuntu.com,28
1760873837.437339,10.0.0.20,ntp.ubuntu.com,1
1760873837.4390318,10.0.0.20,ntp.ubuntu.com,1
1760873837.4420087,10.0.0.20,ntp.ubuntu.com,28
1760873837.4448857,10.0.0.20,ntp.ubuntu.com,28
1760873837.4551826,10.0.0.20,ntp.ubuntu.com,1
1760873837.4564116,10.0.0.20,ntp.ubuntu.com,1
1760873837.4578154,10.0.0.20,ntp.ubuntu.com,28
1760873837.459959,10.0.0.20,ntp.ubuntu.com,28
1760873837.4817266,10.0.0.20,ntp.ubuntu.com,1
1760873837.4824839,10.0.0.20,ntp.ubuntu.com,1
1760873837.486088,10.0.0.20,ntp.ubuntu.com,28
1760873837.488579,10.0.0.20,ntp.ubuntu.com,28
1760873837.4963129,10.0.0.20,ntp.ubuntu.com,1
1760873837.4970338,10.0.0.20,ntp.ubuntu.com,1
1760873837.4977515,10.0.0.20,ntp.ubuntu.com,28
1760873837.4984682,10.0.0.20,ntp.ubuntu.com,28
1760873837.5025287,10.0.0.20,ntp.ubuntu.com,1
1760873837.5032156,10.0.0.20,ntp.ubuntu.com,1
1760873837.504219,10.0.0.20,ntp.ubuntu.com,28
1760873837.5049925,10.0.0.20,ntp.ubuntu.com,28
1760873837.508496,10.0.0.20,ntp.ubuntu.com,1
1760873837.5091794,10.0.0.20,ntp.ubuntu.com,1
1760873837.5098906,10.0.0.20,ntp.ubuntu.com,28
1760873837.5106263,10.0.0.20,ntp.ubuntu.com,28
1760873837.5144327,10.0.0.20,ntp.ubuntu.com,1
1760873837.5151134,10.0.0.20,ntp.ubuntu.com,1
1760873837.5160468,10.0.0.20,ntp.ubuntu.com,28
1760873837.5167432,10.0.0.20,ntp.ubuntu.com,28
1760873837.5205634,10.0.0.20,ntp.ubuntu.com,1
1760873837.5213277,10.0.0.20,ntp.ubuntu.com,1
